びんのふたは<u>固く</u>しめておいてください。,かるく,ゆるく,きつく,かたく,4,"
<p>译文：请把瓶盖拎紧。<br/>
1　かるく（軽い）：轻轻地<br/>
2　ゆるく（緩い）：慢慢地<br/>
3　きつく：紧紧地<br/>
4　かたく（固い）：结实地<br/>
注意：「固く」在这里表示的是紧而不易分离/しっかりしていて、たやすく離れない</p>",2012-07-N3（8）
このひもは<u>短すぎて</u>使いにくい。,よわすぎて,みじかすぎて,ほそすぎて,かたすぎて,2,"
<p>
译文：这个带子太短了不好用。<br/>
1　よわすぎて：太弱小<br/>
2　みじかすぎて：太短<br/>
3　ほそすぎて：太细了<br/>
4　かたすぎて：太硬了</p>",2012-12-N3（1）
あの人は<u>他人</u>の意見を全然聞かない。,ちにん,たじん,たにん,ちじん,3,"
<p>
译文：那个人完全听不进去别人的话。<br/>
1　ちにん不存在该选项。<br/>
2　たじん不存在该选项。<br/>
3　たにん（他人）：别人，外人<br/>
4　ちじん（知人）：熟人</p>",2012-12-N3（2）
人口の変化をグラフで<u>示した</u>。,うつした,さした,あらわした,しめした,4,"
<p>
译文：用图表表示出人口的变化。<br/>
1　うつした（移す）：转移，移动<br/>
2　さした（指す）：指<br/>
3　あらわした（表わす）：表达<br/>
4　しめした（示す）：表示，表现</p>",2012-12-N3（3）
田中さんは<u>外科</u>のお医者さんです。,がいか,げか,げいか,がか,2,"
<p>
译文：田中是外科医生。<br/>
1　がいか（外貨）：外币<br/>
2　げか（外科）：外科<br/>
3　げいか（猊下）：猊下，对高僧的称呼<br/>
4　がか（画家）：画家</p>",2012-12-N3（4）
佐藤さんは<u>笑顔</u>がとてもすてきです。,えがお,えかお,わらがお,わらかお,1,"
<p>
译文：佐藤的笑脸很漂亮。<br/>
1　えがお（笑顔）：笑脸<br/>
2　えかお：不存在该选项<br/>
3　わらがお：不存在该选项<br/>
4　わらかお：不存在该选项</p>",2012-12-N3（5）
5時<u>以降</u>にもう一度お電話ください。,いこ,いごう,いこう,いご,3,"
<p>
译文：请五点以后再打一次电话。<br/>
1　いこ（遺孤）:遗孤<br/>
2　いごう（意業）：思想活动<br/>
3　いこう（以降）：以后，之后<br/>
4　いご（囲碁）：围棋</p>",2012-12-N3（6）
道路を<u>横断</u>するときは、車に十分注意してください。,おうだん,よこだん,おうたん,よこたん,1,"
<p>
译文：横穿马路的时候请一定要注意车辆。<br/>
1　おうだん（横断）：横穿<br/>
2　よこだん：不存在该选项<br/>
3　おうたん：不存在该选项<br/>
4　よこたん：不存在该选项</p>",2012-12-N3（7）
わたしが<u>合図</u>をしたら、始めてください。,ごうと,あいと,ごうず,あいず,4,"
<p>
译文：我一发出信号就开始。<br/>
1　ごうと：不存在该选项<br/>
2　あいと：不存在该选项<br/>
3　ごうず：不存在该选项<br/>
4　あいず（合図）：暗号，信号</p>",2012-12-N3（8）
<u>苦しい</u>ときは、この歌を聞きました。,かなしい,くやしい,くるしい,さびしい,3,"
<p>
译文：难受的时候，我会听这首歌。<br/>
1　かなしい（悲しい）： 悲伤<br/>
2　くやしい（悔しい） ：不甘心<br/>
3　くるしい （苦しい）： 难过、难受<br/>
4　さびしい（寂しい）： 寂寞</p>",2013-07-N3（1）
来月、日本に<u>出張</u>する予定です。,しゅちゅう,しゅちょう,しゅっちゅう,しゅっちょう,4,"
<p>
译文：预定下个月去日本出差。<br/>
1　しゅちゅう（ 手中）：手中<br/>
2　しゅちょう （主張）：主张<br/>
3　しゅっちゅう ：干扰项，不存在<br/>
4　しゅっちょう （出張）：出差</p>",2013-07-N3（2）
一つだけ<u>席</u>があいていました。,せき,かぎ,あな,ふた,1,"
<p>译文：
只有一个位子空着。<br/>
1　せき（席）：席位、座位<br/>
2　かぎ（鍵）：钥匙<br/>
3　あな（穴）：洞、孔<br/>
4　ふた（蓋）：盖子</p>",2013-07-N3（4）
その木の<u>根</u>は薬にもなるそうです。,ね,は,かわ,め,1,"
<p>译文：
听说那棵树的根也能做药材。<br/>
1　ね（根）：根<br/>
2　は（葉）：叶<br/>
3　かわ（皮）：皮<br/>
4　め（目）：眼</p>",2013-07-N3（4）
すみませんが、<u>事情</u>があっで、今日はいけません。,じこ,じじょう,じこう,じじょ,2,"
<p>译文：
对不起，我有点事情，今天去不了。<br/>
1　じこ（事故）：事故<br/>
2　じじょう（事情）：情况、事由<br/>
3　じこう（事項）：事项、项目<br/>
4　じじょ（次女）：次女、二女儿</p>",2013-07-N3（5）
面接の結果は、1週間以内に<u>通知</u>します。,つうち,とおち,つうし,とおし,1,"
<p>译文：
面试的结果会在一周内通知你。<br/>
1　つうち（通知）：通知、告知<br/>
2　とおち：干扰项，不存在<br/>
3　つうし（通史）：通史<br/>
4　とおし（通し)：让过去;直达(目的地）</p>",2013-07-N3（6）
あの人はプロのサッカー<u>選手</u>です。,ぜんしゅ,せんしゅう,せんしゅ,ぜんしゅう,3,"
<p>译文：
那个人是专业的足球选手。<br/>
1　ぜんしゅ（前主）：先主、以前的主人、前夫<br/>
2　せんしゅう：（先週）上周<br/>
3　せんしゅ（選手）：选手<br/>
4　ぜんしゅう（全集）：全集</p>",2013-07-N3（7）
試合に出られなかったのは、<u>実力</u>が足りなかったからだ。,しつりょく,じつりょく,どりょく,とりょく,2,"
<p>译文：
没能参加比赛，是因为实力不够。<br/>
1　しつりょく：干扰项，不存在<br/>
2　じつりょく（実力）：实力<br/>
3　どりょく（努力）：努力<br/>
4　とりょく：干扰项，不存在</p>",2013-07-N3（8）
今週は<u>各地</u>でいろいろなお祭りがあります。,かっじ,かっち,かくじ,かくち,4,"
<p>译文：
本周，在各地有许多祭祀活动。<br/>
1、2不存在常用单词。<br/>
3.かくじ（各自）：各自<br/>
4.かくち（各地）：各地</p>",2013-12-N3（2）
<u>貯金</u>がどのくらいかわかりません。,だいきん,ちょきん,げんきん,ぜいきん,2,"
<p>译文：
我不知道有多少积蓄。<br/>
1　だいきん（代金）：贷款，价金<br/>
2  ちょきん（貯金）：积蓄，储蓄<br/>
3　げんきん（現金）：现金<br/>
4　ぜいきん（税金）：税金</p>",2013-12-N3（3）
隣のお宅は<u>留守</u>のようです。,るす,りゅうす,るしゅ,りゅうしゅ,1,"
<p>译文：
隔壁的宅男好像不在家。<br/>
1.るす（留守）：外出<br/>
2、3、4 选项均不存在。</p>",2013-12-N3（3）
もう少し<u>浅い</u>皿はありませんか。,ふかい,あつい,あさい,うすい,3,"
<p>译文：
没有再浅一点的盘子了吗？<br/>
1　ふかい（深い）深：的<br/>
2　あつい（熱い）：热的<br/>
3   あさい（浅い）：浅<br/>
4　うすい（薄い）：薄的</p>",2013-12-N3（5）
この<u>文章</u>は長くてわかりにくい。,ぶんそ,ぶんしょ,ぶんそう,ぶんしょう,4,"
<p>译文：
这篇文章又长又难理解。<br/>
1　ぶんそ：不存在此单词<br/>
2　ぶんしょ（文書）：文书<br/>
3　ぶんそう（文藻）：文藻<br/>
4  ぶんしょう（文章）：文章</p>",2013-12-N3（6）
<u>改札</u>の前で待っています。,かいさつ,かいじょう,けいさつ,けいじょう,1,"
<p>译文：
在检票口前稍等一下。<br/>
1 　かいさつ（改札）：检票<br/>
2　かいじょう（会場）：会场<br/>
3　けいさつ（警察）：警察<br/>
4　けいじょう（形状）：形状</p>",2013-12-N3（7）
その話をしたら、彼女は<u>笑って</u>いました。,こまって,おこって,わらって,うたがって,3,"
<p>译文：
说这话时，她笑了。<br/>
1　こまって（困る）：困扰<br/>
2　おこって（起こる）：发生<br/>
3　わらって（笑う）：笑<br/>
4　うたがって（疑い）：怀疑</p>",2013-12-N3（8）
この町は、昔から<u>商業</u>が盛んだった。,さんぎょう,しょうぎょう　,じょうぎょう,ざんぎょう,2,"
<p>译文：
这座城市从前商业很兴隆。<br/>
1 さんぎょう（産業）：产业<br/>
2 しょうぎょう（商業）：商业<br/>
3 为干扰项。<br/>
4 ざんぎょう（残業）：加班</p>",2014-07-N3（1）
メールアドレスは<u>覚えて</u>いません。,おしえて,おぼえて,かえて,かんがえて,2,"
<p>译文：
邮箱地址不记得了。<br/>
1 おぼえる（覚える）：记得<br/>
2 おしえる（教える）：教给<br/>
3 かえる（帰る）：回家，回去<br/>
4 かんがえる（考える）：思考</p>",2014-07-N3（2）
新しいサービスの<u>広告</u>はまだできていません。,こうこく,ほうこく,こうごく,ほうごく,1,"
<p>译文：
新服务的广告还没出来。<br/>
1 こうこく（広告）：广告<br/>
2 ほうこく（報告）：报告<br/>
其他选项为干扰项。</p>",2014-07-N3（3）
今日の試合の<u>相手</u>は強かった。,そうて,あいしゅ,あいて,そうしゅ,3,"
<p>译文：
今天比赛的对手很强。<br/>
1,2 为干扰项<br/>
3 あいて（相手）：对象，对手<br/>
4 そうしゅ（宗主）：宗主，受人尊敬的中心人物 </p>",2014-07-N3（4）
来月、スポーツ<u>大会</u>があります。,たいがい,だいかい,たいかい,だいがい,3,"
<p>译文：
下个月有运动会。<br/>
1 たいがい（対外）：对外<br/>
3 たいかい（大会）：大会<br/>
其他选项为干扰项。</p>",2014-07-N3（5）
花瓶が<u>割れて</u>いる。,われて,よごれて,たおれて,ぬれて,1,"
<p>译文：
花瓶摔碎了。<br/>
1 われる（割れる）：摔碎<br/>
2 よごれる（汚れる）：弄脏<br/>
3 たおれる（倒れる）：倒下，倒地<br/>
4 ぬれる（濡れる）：弄湿</p>",2014-07-N3（6）
プレゼントはきれいな紙で<u>包んで</u>あった。,つつんで,つづんで,つうつんで,つうづんで,1,"
<p>译文：
漂亮的包装纸包裹着礼物。<br/>
つつむ（包む）：包装</p>",2010-07-N3（1）
彼はダンスが<u>得意</u>だ。,どおくい,とおくい,どくい,とくい,4,"
<p>译文：
他擅长跳舞。<br/>
4 とくい（得意）：擅长<br/>
其它为干扰项。</p>",2010-07-N3（2）
新しい星が<u>発見</u>された。,はっけん,はけん,はつけん,ばつけん,1,"
<p>译文：
发现新行星。<br/>
1 はっけん（発見）：发现<br/>
2 はけん(派遣）：派遣<br/>
3,4为干扰项。</p>",2010-07-N3（3）
このグラフは人口の変化を<u>表して</u>います。,しめして,ふやして,うごかして,あらわして,4,"
<p>译文：
这个图表展现了人口的变化。<br/>
1 しめす（示す）：出示，表现，指示<br/>
2 ふやす（増やす）：增加<br/>
3 うごかす（動かす）：动，摇动，使感动<br/>
4 あらわす（表す）：表示，表现 </p>",2010-07-N3（4）
山田さんから、来週の会議の<u>件</u>で電話がありました。,けん,あん,ほう,よう,1,"
<p>译文：
从山田那接到了关于下周会议这件事的电话。<br/>
1 けん（件）：事情<br/>
2 あん(案）：方案<br/>
3 ほう(法）：法律<br/>
4 よう(用）：事情，工作</p>",2010-07-N3（5）
<u>通勤</u>にとても時間がかかります。,つうがく,つうきん,つうやく,つうしん,2,"
<p>译文：
上下班很花时间。<br/>
1 つうがく（通学）：上学，走读<br/>
2 つうきん（通勤）：上下班<br/>
3 つうやく(通訳）：翻译，口译<br/>
4 つうしん(通信）：通信，通讯</p>",2010-07-N3（6）
この海岸は<u>岩</u>が多い。,かい,いわ,すな,なみ,2,"
<p>译文：
这个海岸有很多岩石。<br/>
1　かい（峡）：山峡<br/>
2　いわ（岩）：岩石 <br/>
3　すな（砂）：沙子<br/>
4　なみ（波）：波浪</p>",2010-07-N3（7）
<u>努力</u>することは大切だと思います。,どうりょく,とうりょく,どりょく,とりょく,3,"
<p>译文：
我认为努力是十分重要的。<br/>
1 どうりょく(動力）：动力<br/>
3 どりょく（努力）：努力<br/>
其它为干扰项。</p>",2010-07-N3（8）
日本の<u>首都</u>はどこですか。,しゅとう,しゅうと,しゅと,しゅうとう,3,"
<p>译文：
日本的首都在哪里？<br/> 
1　しゅとう（手套）：书面语，手套<br/>
2　しゅうと（囚徒）：囚犯<br/>
3　しゅと(首都)：首都<br/>
4　しゅうとう（周到）：周到</p>",2011-07-N3（1）
<u>地球</u>は太陽(たいよう)のまわりを回っている。,じきゅう,ちきゅう,じきゅ,ちきゅ,2,"
<p>译文：
地球围绕着太阳公转。<br/> 
1 じきゅう（自給）：自食其力<br/>
2 ちきゅう(地球)：地球<br/>
じきゅ和ちきゅ没有对应的常用词</p>",2011-07-N3（2）
あの時計は<u>遅れて</u>いる。,こわれて,おくれて,たおれて,よごれて,2,"
<p>译文：
那个表慢了。<br/> 
1 こわれて（壊れる）：坏了<br/>
2 おくれて（遅れる）：迟了<br/>
3 たおれて（倒れる）：倒下<br/>
4 よごれて（汚れる）：弄脏</p>",2011-07-N3（3）
二人で<u>協力</u>すれば、仕事も早く終わるだろう。,きょりょく,どりょく,きょうりょく,どうりょく,3,"
<p>
译文：
两个人同心协力的话，可以早点完工吧。<br/>
1 きょりょく：没有对应的常用词<br/>
2 どりょく（努力）：努力<br/>
3 きょうりょく（協力） ：协作<br/>
4 どうりょく(動力 ）：动力</p>",2011-07-N3（3）
大学の奨学金(しょうがくきん)に<u>応募</u>した。,おうぼ,おうも,おうぼう,おうもう,1,"
<p>
译文：
我申请了大学的奖学金。<br/>
1 おうぼ （応募）：报名参加<br/>
2 おうも ：没有对应的常用词<br/>
3 おうぼう （横暴）：专横，粗暴<br/>
4 おうもう： 没有对应的常用词</p>",2011-07-N3（5）
子どもの<u>疑問</u>に答えた。,くもん,きもん,ぐもん,ぎもん,4,"
<p>
译文：
我回答了孩子的问题。<br/>
1 くもん （苦悶）：苦闷，烦恼<br/>
2 きもん （鬼門）：忌讳的方向；想回避的人或事情<br/>
3 ぐもん （愚問）：愚蠢的问题<br/>
4 ぎもん （疑問）：疑问，问题
</p>",2011-07-N3（6）
試験の成績が<u>発表</u>された。,はつひょう,はっぴょう,はつひょ,はっぴょ,2,"
<p>
译文：考试的成绩出来了。<br/>
1 はつひょう ：没有对应的常用词<br/>
2 はっぴょう（発表）：发表 <br/>
3 はつひょ：没有对应的常用词<br/>
4 はっぴょ：没有对应的常用词</p>",2011-07-N3（7）
<u>単語</u>のリストはとなりのページにあります。,げいご,けいご,だんご,たんご,4,"
<p>
译文：词汇表在旁边那页。<br/>
1 げいご： 没有对应的常用词<br/>
2 けいご（敬語）：敬语<br/>
3 だんご（団子）：团子，丸子<br/>
4 たんご（単語）：单词</p>",2011-07-N3（8）
今年の夏は、<u>過去</u>十年間で一番の暑さだったそうだ。,かきょ,かこう,かこ,かきょう,3,"
<p>译文：据说今年夏天是10年来最热的。<br/>
1 かきょ（科挙）：科举<br/>
2 かこう（加工）：加工；下降<br/>
3 かこ(過去)：过去<br/>
4 かきょう（佳境）：家乡；佳境</p>",2011-12-N3（1）
あと５分で東京駅に<u>到着</u>します。,とうつく,とうちゃく,どうつく,どうちゃく,2,"
<p>
译文：还有5分钟就到达东京<br/>
1 とうつく：没有对应的常用词<br/>
2 とうちゃく（到着)：到达，抵达<br/>
3 どうつく：没有对应的常用词<br/>
4 どうちゃく（同着）：同时到达；碰撞，矛盾</p>",2011-12-N3（2）
公園の木の枝を<u>折って</u>はいけません。,うって,おって,わって,きって,2,"
<p>
译文：不能折公园的树枝。<br/>
1　うって（売る）：卖<br/>
2　おって（折る）：折，弄断<br/>
3　わって（割る）：割，打碎，割掉<br/>
4　きって（切る）：切</p>",2011-12-N3（3）
インターネットで最新の<u>情報</u>をチェックした。,じゅうほう,じょうほ,じょうほう,じゅうほ,3,"
<p>
译文：在网上检索最新信息。<br/>
1　じゅうほう（重宝)：珍宝,枪炮<br/>
2　じょうほ（譲歩）：让步<br/>
3　じょうほう（情報）：信息，情报<br/>
4　じゅうほ：没有对应的常用词</p>",2011-12-N3（4）
最近、野菜の<u>値段</u>が高くなっています。,かかく,かがく,ねたん,ねだん,4,"
<p>译文：最近蔬菜涨价了。<br/>
1　かかく（价格）：价格<br/>
2　かがく（科学/化学）：科学、化学<br/>
3　ねたん ：不存在对应的常用词<br/>
4　ねだん（値段）：价钱</p>",2011-12-N3（5）
彼はあの国の文化に<u>深い</u>関心を持っている。,ふかい,つよい,ひろい,おもい,1,"
<p>译文：他对那个国家的文化有很浓厚的兴趣。<br/>
1　ふかい（深い）：深的，浓厚的，深厚的<br/>
2　つよい（強い）：强壮的，强烈的，擅长的<br/>
3　ひろい（広い）：宽敞的，广泛的<br/>
4　おもい（重い）：重的，沉重的</p>",2011-12-N3（6）
昨日、友達に本を<u>返しました</u>。,かしました,かえしました,もどしました,わたしました,2,"
<p>译文：昨天把书换给了朋友。<br/>
1　かしました（貸しました）：借出<br/>
2　かえしました（返しました）：归还<br/>
3　もどしました（戻しました）：退回，回复<br/>
4　わたしました（渡しました）：送给，交给</p>",2011-12-N3（7）
月の<u>表面</u>はでこぼこしている。,しょめん,ひょめん,しょうめん,ひょうめん,4,"
<p>译文：月球的表面凹凸不平。<br/>
1　しょめん（書面）：书面<br/>
2　ひょめん：不存在对应的常用词<br/>
3　しょうめん（正面）：正面<br/>
3　ひょうめん（表面）：表面</p>",2011-12-N3（8）
スポーツで<u>汗</u>をかいたので、シャワーをあびた。,あせ,ごみ,よごれ,なみだ,1,"
<p>译文：因为运动出了汗，所以洗了个澡。<br/>
1　あせ（汗）：汗水<br/>
2　ごみ ：垃圾<br/>
3　よごれ（汚れ）：污垢，污渍<br/>
4　なみだ（涙）：眼泪</p>",2012-07-N3（1）
このお知らせをみんなに<u>配って</u>ください。,だまって,もらって,はらって,くばって,4,"
<p>译文：请把这个通知单发给大家。<br/>
1　だまって（黙って）：闭嘴，安静，沉默<br/>
2　もらって：收下<br/>
3　はらって（払って）：支付<br/>
4　くばって（配って）分配</p>",2012-07-N3（2）
新しい道路（どうろ）がもうすぐ<u>完成する</u>そうだ。,かんせい,けんせつ,かんぜん,けんちく,1,"
<p>译文：听说新道路马上就要建成啦。<br/>
1　かんせい（完成）：完成<br/>
2　けんせつ（建設）：建设<br/>
3　かんぜん（完全）：完整<br/>
4　けんちく（建築）：建筑，构建</p>",2012-07-N3（3）
ここから<u>島</u>がたくさん見えますよ。,ほし,とり,しま,うま,3,"
<p>译文：从这里可以看到很多岛屿。<br/>
1　ほし（星）：星星<br/>
2　とり（鳥）：鸟<br/>
3　しま（島）：岛屿<br/>
4　うま（馬）：马</p>",2012-07-N3（4）
田中さんはちょっと<u>困って</u>いるみたいです。,まよって,こまって,おこって,うたがって,2,"
<p>译文：田中看上去好像有点儿迷茫。<br/>
1　まよって（迷って）：迷茫，迷失<br/>
2　こまって（困って）：困惑，困扰<br/>
3　おこって（起こって）：发生<br/>
4　うたがって（疑って）：猜疑</p>",2012-07-N3（5）
<u>平日</u>は午後8 時まで開いています。,ほんにち,へいにち,ほんじつ,へいじつ,4,"
<p>译文：平日营业到晚上八点。<br/>
1　ほんにち：不存在对应的常用词<br/>
2　へいにち：不存在对应的常用词<br/>
3　ほんじつ（本日）：今天<br/>
4　へいじつ（平日）：平日，平常</p>",2012-07-N3（6）
鈴木さんの<u>横</u>にいるのは誰ですか。,そば,よこ,となり,おく,2,"
<p>译文：在铃木先生旁边的是谁？</p>
<p>1 そば（側）：【名】附近，旁边<br/>
2 よこ（横）：【名】旁边<br/>
3 となり（隣）：【名】隔壁，邻家<br/>
4 おく（奥）：【名】里面，内部</p>",2014-12-N3（1）
この辺りの<u>自然</u>はとても美しい。,じぜん,じぜい,しぜん,しぜい,3,"
<p>译文：这附近的自然风光十分美丽。</p>
<p>1 じぜん（事前）：【名】事前<br/>
2 不存在对应的常用词<br/>
3 しぜん（自然）：【名】自然<br/>
4 しぜい（市税）：【名】市税，日本地方税之一<br/>
其他选项为干扰项。</p>",2014-12-N3（2）
すぐに<u>替えて</u>もらえませんか。,つたえて,くわえて,かえて,つかまえて,3,"
<p>译文：可以立刻给我更换吗？</p>
<p>1 つたえて（伝えて）：【他一】告知，传授（秘笈、学问等），（文化、知识、风俗等从外地）传入<br/>
2 くわえて（加えて）：【他一】添加，入伙，施加<br/>
3 かえて（替えて）：【他一】替换，更换<br/>
4 つかまえて（捕まえて）：【他一】捉拿，叫住</p>",2014-12-N3（3）
このロボットには、さまざまな技術が<u>応用</u>されています。,いんよう,おうよう,そうよう,しんよう,2,"
<p>译文：这台机器人上面，应用了各种各样的技术。</p>
<p>1 いんよう（引用）：【名】【他サ】引用<br/>
2 おうよう（応用）：【名】【他サ】应用，使用<br/>
3 不存在对应的常用词<br/>
4 しんよう（信用）：【名】【他サ】确信，信誉<br/>
其他选项为干扰项。</p>",2014-12-N3（4）
それはあまり<u>一般的</u>とは言えないだろう。,いちぱんてき,いちぺんてき,いっぱんてき,いっぺんてき,3,"
<p>译文：这个不能说是具有一般性的吧。<br/>
3 いっぱんてき（一般的）：【形动】一般的，广泛适用的<br/>
其他选项为干扰项。</p>",2014-12-N3（5）
病院で<u>血液型</u>を調べました。,ちいきがた,けついきがた,ちえきがた,けつえきがた,4,"
<p>译文：在医院检查了血型。<br/>
4 けつえきがた（血液型）：血型<br/>
其余均为干扰项。</p>",2015-12-N3（1）
<u>湖</u>の上を白い鳥が飛んでいる。,みずうみ,みなと,いけ,なみ,1,"
<p>译文：白色的鸟在湖上飞翔。<br/>
1 みずうみ（湖）：湖泊<br/>
2 みなと（港）：码头，港口<br/>
3 いけ（池）：池塘<br/>
4 なみ（波）：波浪</p>",2015-12-N3（2）
この時代の生活にどんな<u>変化</u>があったのか、調べてみたい。,ぶんか,へんか,ふんか,べんか,2,"
<p> 译文：想调查一下这个时代的生活出现了什么样的变化。<br/>
1 ぶんか（文化）：文化<br/>
2 へんか（変化）：变化<br/>
3 ふんか（噴火）：（火山）喷发<br/>
4 べんか：干扰项</p>",2015-12-N3（3）
休んでいる学生が何人いるか、<u>伝えました</u>。,こたえました,おしえました,かぞえました,つたえました,4,"
<p> 译文：告知了请假学生的人数。<br/>
1 こたえました（答えました）：回答<br/>2 おしえました（教えました）：教授<br/>
3 かぞえました（数えました）：计算<br/>
4 つたえました（伝えました）：传达</p>",2015-12-N3（4）
その<u>荷物</u>を運んでください。,しなもつ,しなもの,にもつ,にもの,3,"
<p> 译文：请搬运那件行李。<br/>
1 しなもつ：干扰项<br/>
2 しなもの（品物）：东西，商品<br/>
3 にもつ（荷物）：行李<br/>
4 にもの（煮物）：煮菜（日式菜肴的一种）</p>",2015-12-N3（5）
それでは<u>検査</u>を始めましょう。,かんさ,けんさ,かんさつ,けんさつ,2,"
<p>译文：那么开始检查吧。</p>
<p>1 かんさ（監査）：【名】【他サ】监督检查，审计<br/>
2 けんさ（検査）：【名】【他サ】检查<br/>
3 かんさつ（観察）：【名】【他サ】监察，监察员<br/>
4 けんさつ（検察）：【名】【他サ】调查，侦查犯罪事实</p>",2014-12-N3（6）
もう少し<u>厚い</u>ほうがいいですね。,あつい,うすい,あまい,からい,1,"
<p>译文：再稍微厚一点的话会比较好。</p>
<p>1 あつい（厚い）：【形】厚的，热情的<br/>
2 うすい（薄い）：【形】薄的，淡的<br/>
3 あまい（甘い）：【形】甜的<br/>
4 からい（辛い）：【形】辣的</p>",2014-12-N3（7）
ゆっくり<u>呼吸</u>をしてください。,よきょう,こきょう,よきゅう,こきゅう,4,"
<p>译文：请慢慢地呼吸。</p>
<p>1 よきょう（余興）：【名】余兴，余兴节目<br/>
2 こきょう（故郷）：【名】故乡<br/>
4 こきゅう（呼吸）：【名】呼吸<br/>
其他选项为干扰项。</p>",2014-12-N3（8）
毎日、<u>平均</u>1時間くらい勉強しています。,へんきん,へいきん,へんやく,へいやく,2,"
<p> 译文：每天平均学习一个小时左右。<br/>
1 へんきん（返金）：还钱<br/>
2 へいきん（平均）：平均<br/>
3 へんやく（変約）：违约<br/>
4 へいやく：干扰项</p>",2015-12-N3（6）
この学校では、留学生に奨学金が<u>支給</u>されます。,じごう,じきゅう,じごう,しきゅう,4,"
<p>译文：这家学校会给留学生发放奖学金。<br/>
1 しごう（諡号）：谥号<br/>
2 じきゅう（時給）：计时工资<br/>
3 じごう（次号）：（报刊，杂志）下期<br/>
4 しきゅう（支給）：支付</p>",2015-12-N3（7）
<u>丸い</u>テーブルが欲しい。,ほそい,かるい,まるい,ひくい,3,"
<p>译文：想要圆的餐桌。<br/>
1.ほそい（細い）：细，窄，瘦<br/>
2.かるい（軽い）：轻便，轻松<br/>
3.まるい（丸い）：圆的<br/>
4.ひくい（低い）：低，矮</p>",2016-07-N3（1）
この運動場は<u>個人</u>でも利用できる。,こうじん,こじん,こにん,こうにん,2,"
<p>译文：这个运动场个人也可以使用。<br/>
1.こうじん（工人）：工匠，工人<br/>
2.こじん（個人）：个人<br/>
3.こにん：干扰项，不存在<br/>
4.こうにん（公認）：公认</p>",2016-07-N3（2）
